setlist_id,venue_id,era_name,song_name,song_info,song_order
73a42e0d,13d0b545,folklore,the 1,,28
73a42e0d,13d0b545,folklore,betty,spoken intro,29
73a42e0d,13d0b545,folklore,the last great american dynasty,,30
73a42e0d,13d0b545,folklore,august,,31
73a42e0d,13d0b545,folklore,illicit affairs,shortened,32
73a42e0d,13d0b545,folklore,my tears ricochet,,33
73a42e0d,13d0b545,folklore,cardigan,,34
73a42e0d,13d0b545,1989,Style,,35
73a42e0d,13d0b545,1989,Blank Space,,36
73a42e0d,13d0b545,1989,Shake It Off,,37
73a42e0d,13d0b545,1989,Wildest Dreams,shortened,38
73a42e0d,13d0b545,1989,Bad Blood,shortened,39
73a42e0d,13d0b545,Surprise Songs,I Can See You,live debut;  on guitar,40
73a42e0d,13d0b545,Surprise Songs,Maroon,on piano; repeated surprise song,41
73a42e0d,13d0b545,Midnights,Lavender Haze,,42
73a42e0d,13d0b545,Midnights,Anti‐Hero,,43
73a42e0d,13d0b545,Midnights,Midnight Rain,,44
73a42e0d,13d0b545,Midnights,Vigilante Shit,,45
73a42e0d,13d0b545,Midnights,Bejeweled,,46
73a42e0d,13d0b545,Midnights,Mastermind,,47
73a42e0d,13d0b545,Midnights,Karma,extended outro,48
73a4e6a1,63d4564f,,,"Fearless, End Game, Speak Now, evermore, gold rush, Red, Lavender Haze, Bejeweled taped",1
73a4e6a1,63d4564f,Lover,Miss Americana & the Heartbreak Prince,shortened,2
73a4e6a1,63d4564f,Lover,Cruel Summer,,3
73a4e6a1,63d4564f,Lover,The Man,,4
73a4e6a1,63d4564f,Lover,You Need to Calm Down,shortened,5
73a4e6a1,63d4564f,Lover,Lover,spoken intro,6
73a4e6a1,63d4564f,Lover,The Archer,extended outro,7
73a4e6a1,63d4564f,Fearless,Fearless,shortened,8
73a4e6a1,63d4564f,Fearless,You Belong With Me,,9
73a4e6a1,63d4564f,Fearless,Love Story,,10
73a4e6a1,63d4564f,evermore,"no body, no crime",,11
73a4e6a1,63d4564f,evermore,willow,,12
73a4e6a1,63d4564f,evermore,marjorie,shortened,13
73a4e6a1,63d4564f,evermore,champagne problems,spoken intro,14
73a4e6a1,63d4564f,evermore,tolerate it,"extended intro, with keys, shortened",15
73a4e6a1,63d4564f,Reputation,...Ready for It?,,16
73a4e6a1,63d4564f,Reputation,Delicate,,17
73a4e6a1,63d4564f,Reputation,Don't Blame Me,shortened,18
73a4e6a1,63d4564f,Reputation,Look What You Made Me Do,,19
73a4e6a1,63d4564f,Speak Now,Enchanted,shortened,20
73a4e6a1,63d4564f,Speak Now,Long Live,,21
73a4e6a1,63d4564f,Red,Red - Intro,"Contains elements of ""State of Grace"", ""Holy Ground"", and ""Red"" taped",22
73a4e6a1,63d4564f,Red,22,,23
73a4e6a1,63d4564f,Red,We Are Never Ever Getting Back Together,,24
73a4e6a1,63d4564f,Red,I Knew You Were Trouble,shortened,25
73a4e6a1,63d4564f,Red,All Too Well,10 minute version; spoken intro,26
73a4e6a1,63d4564f,folklore,seven,"spoken word poem, contains elements of ""Wildest Dreams"" taped",27
73a4e6a1,63d4564f,folklore,the 1,,28
73a4e6a1,63d4564f,folklore,betty,,29
73a4e6a1,63d4564f,folklore,the last great american dynasty,,30
73a4e6a1,63d4564f,folklore,august,,31
73a4e6a1,63d4564f,folklore,illicit affairs,shortened,32
73a4e6a1,63d4564f,folklore,my tears ricochet,,33
73a4e6a1,63d4564f,folklore,cardigan,,34
73a4e6a1,63d4564f,1989,Style,shortened,35
73a4e6a1,63d4564f,1989,Blank Space,,36
73a4e6a1,63d4564f,1989,Shake It Off,,37
73a4e6a1,63d4564f,1989,Wildest Dreams,shortened,38
73a4e6a1,63d4564f,1989,Bad Blood,shortened,39
73a4e6a1,63d4564f,Surprise Songs,Stay Stay Stay,first time live since 2013; on guitar,40
73a4e6a1,63d4564f,Surprise Songs,All of the Girls You Loved Before,live debut; on piano,41
73a4e6a1,63d4564f,Midnights,Lavender Haze,,42
73a4e6a1,63d4564f,Midnights,Anti‐Hero,,43
73a4e6a1,63d4564f,Midnights,Midnight Rain,,44
73a4e6a1,63d4564f,Midnights,Vigilante Shit,,45
73a4e6a1,63d4564f,Midnights,Bejeweled,,46
73a4e6a1,63d4564f,Midnights,Mastermind,,47
73a4e6a1,63d4564f,Midnights,Karma,extended outro,48
3ba4ec78,63d4564f,,,"Fearless, End Game, Speak Now, evermore, gold rush, Red, Lavender Haze, Bejeweled elements taped",1
3ba4ec78,63d4564f,Lover,Miss Americana & the Heartbreak Prince,shortened,2
3ba4ec78,63d4564f,Lover,Cruel Summer,,3
3ba4ec78,63d4564f,Lover,The Man,,4
3ba4ec78,63d4564f,Lover,You Need to Calm Down,shortened,5
3ba4ec78,63d4564f,Lover,Lover,spoken intro,6
3ba4ec78,63d4564f,Lover,The Archer,,7
3ba4ec78,63d4564f,Fearless,Fearless,shortened,8
3ba4ec78,63d4564f,Fearless,You Belong With Me,,9
3ba4ec78,63d4564f,Fearless,Love Story,,10
3ba4ec78,63d4564f,evermore,"no body, no crime","wearing their gowns from the ""Bejeweled"" video",11
3ba4ec78,63d4564f,evermore,willow,,12
3ba4ec78,63d4564f,evermore,marjorie,shortened,13
3ba4ec78,63d4564f,evermore,champagne problems,spoken intro,14
3ba4ec78,63d4564f,evermore,tolerate it,extended intro,15
3ba4ec78,63d4564f,Reputation,...Ready for It?,,16
3ba4ec78,63d4564f,Reputation,Delicate,,17
3ba4ec78,63d4564f,Reputation,Don't Blame Me,shortened,18
3ba4ec78,63d4564f,Reputation,Look What You Made Me Do,,19
3ba4ec78,63d4564f,Speak Now,Enchanted,shortened,20
3ba4ec78,63d4564f,Speak Now,Long Live,,21
3ba4ec78,63d4564f,Red,22,,22
3ba4ec78,63d4564f,Red,We Are Never Ever Getting Back Together,,23
3ba4ec78,63d4564f,Red,I Knew You Were Trouble,shortened,24
3ba4ec78,63d4564f,Red,All Too Well,10 Minute Version; spoken intro,25
3ba4ec78,63d4564f,folklore,seven,spoken word poem with elements of wildest dreams taped,26
3ba4ec78,63d4564f,folklore,the 1,,27
3ba4ec78,63d4564f,folklore,betty,spoken intro,28
3ba4ec78,63d4564f,folklore,the last great american dynasty,,29
3ba4ec78,63d4564f,folklore,august,,30
3ba4ec78,63d4564f,folklore,illicit affairs,shortened,31
3ba4ec78,63d4564f,folklore,my tears ricochet,,32
3ba4ec78,63d4564f,folklore,cardigan,,33
3ba4ec78,63d4564f,1989,Style,shortened,34
3ba4ec78,63d4564f,1989,Blank Space,,35
3ba4ec78,63d4564f,1989,Shake It Off,,36
3ba4ec78,63d4564f,1989,Wildest Dreams,shortened,37
3ba4ec78,63d4564f,1989,Bad Blood,shortened,38
3ba4ec78,63d4564f,Surprise Songs,right where you left me,"live debut, on guitar",39
3ba4ec78,63d4564f,Surprise Songs,Castles Crumbling,"live debut, on piano",40
3ba4ec78,63d4564f,Midnights,Lavender Haze,extended intro,41
3ba4ec78,63d4564f,Midnights,Anti‐Hero,,42
3ba4ec78,63d4564f,Midnights,Midnight Rain,,43
3ba4ec78,63d4564f,Midnights,Vigilante Shit,,44
3ba4ec78,63d4564f,Midnights,Bejeweled,,45
3ba4ec78,63d4564f,Midnights,Mastermind,,46
3ba4ec78,63d4564f,Midnights,Karma,extended outro,47
3ba4a0dc,5bd0d35c,,,"Fearless, End Game, Speak Now, gold rush, evermore, Red, Lavender Haze, Lover, Bejeweled elements taped",1
3ba4a0dc,5bd0d35c,Lover,Miss Americana & the Heartbreak Prince,shortened,2
3ba4a0dc,5bd0d35c,Lover,Cruel Summer,,3
3ba4a0dc,5bd0d35c,Lover,The Man,,4
3ba4a0dc,5bd0d35c,Lover,You Need to Calm Down,shortened,5
3ba4a0dc,5bd0d35c,Lover,Lover,spoken intro,6
3ba4a0dc,5bd0d35c,Lover,The Archer,extended outro,7
3ba4a0dc,5bd0d35c,Fearless,Fearless,shortened,8
3ba4a0dc,5bd0d35c,Fearless,You Belong With Me,,9
3ba4a0dc,5bd0d35c,Fearless,Love Story,,10
3ba4a0dc,5bd0d35c,evermore,"no body, no crime",,11
3ba4a0dc,5bd0d35c,evermore,willow,,12
3ba4a0dc,5bd0d35c,evermore,marjorie,shortened,13
3ba4a0dc,5bd0d35c,evermore,champagne problems,spoken intro,14
3ba4a0dc,5bd0d35c,evermore,tolerate it,extended intro; with keys; shortened,15
3ba4a0dc,5bd0d35c,reputation,...Ready for It?,,16
3ba4a0dc,5bd0d35c,reputation,Delicate,,17
3ba4a0dc,5bd0d35c,reputation,Don't Blame Me,shortened,18
3ba4a0dc,5bd0d35c,reputation,Look What You Made Me Do,extended outro,19
3ba4a0dc,5bd0d35c,Speak Now,Enchanted,extended intro; shortened,20
3ba4a0dc,5bd0d35c,Speak Now,Long Live,,21
3ba4a0dc,5bd0d35c,Red,Red - Intro,"contains elements of ""State of Grace"", ""Holy Ground"" and ""Red"" taped",22
3ba4a0dc,5bd0d35c,Red,22,,23
3ba4a0dc,5bd0d35c,Red,We Are Never Ever Getting Back Together,,24
3ba4a0dc,5bd0d35c,Red,I Knew You Were Trouble,shortened,25
3ba4a0dc,5bd0d35c,Red,All Too Well,10 Minute Version; spoken intro,26
3ba4a0dc,5bd0d35c,folklore,seven,"spoken word poem; contains elements of ""Wildest Dreams"" taped",27
3ba4a0dc,5bd0d35c,folklore,the 1,,28
3ba4a0dc,5bd0d35c,folklore,betty,,29
3ba4a0dc,5bd0d35c,folklore,the last great american dynasty,,30
3ba4a0dc,5bd0d35c,folklore,august,,31
3ba4a0dc,5bd0d35c,folklore,illicit affairs,shortened,32
3ba4a0dc,5bd0d35c,folklore,my tears ricochet,,33
3ba4a0dc,5bd0d35c,folklore,cardigan,,34
3ba4a0dc,5bd0d35c,1989,Style,shortened,35
3ba4a0dc,5bd0d35c,1989,Blank Space,,36
3ba4a0dc,5bd0d35c,1989,Shake It Off,,37
3ba4a0dc,5bd0d35c,1989,Wildest Dreams,shortened,38
3ba4a0dc,5bd0d35c,1989,Bad Blood,shortened,39
3ba4a0dc,5bd0d35c,Surprise Songs,Message in a Bottle,live debut; on guitar,40
3ba4a0dc,5bd0d35c,Surprise Songs,Tied Together With a Smile,first time live since 2018; on piano,41
3ba4a0dc,5bd0d35c,Midnights,Lavender Haze,,42
3ba4a0dc,5bd0d35c,Midnights,Anti‐Hero,,43
3ba4a0dc,5bd0d35c,Midnights,Midnight Rain,,44
3ba4a0dc,5bd0d35c,Midnights,Vigilante Shit,,45
3ba4a0dc,5bd0d35c,Midnights,Bejeweled,,46
3ba4a0dc,5bd0d35c,Midnights,Mastermind,,47
3ba4a0dc,5bd0d35c,Midnights,Karma,extended outro,48
3a4adcb,5bd0d35c,,,"Fearless, End Game, Speak Now, gold rush, evermore, Red, Lavender Haze, Lover, Bejeweled elements taped",1
3a4adcb,5bd0d35c,Lover,Miss Americana & the Heartbreak Prince,extended intro; shortened,2
3a4adcb,5bd0d35c,Lover,Cruel Summer,,3
3a4adcb,5bd0d35c,Lover,The Man,,4
3a4adcb,5bd0d35c,Lover,You Need to Calm Down,shortened,5
3a4adcb,5bd0d35c,Lover,Lover,spoken intro,6
3a4adcb,5bd0d35c,Lover,The Archer,,7
3a4adcb,5bd0d35c,Fearless,Fearless,,8
3a4adcb,5bd0d35c,Fearless,You Belong With Me,,9
3a4adcb,5bd0d35c,Fearless,Love Story,,10
3a4adcb,5bd0d35c,evermore,"no body, no crime",live debut,11
3a4adcb,5bd0d35c,evermore,willow,,12
3a4adcb,5bd0d35c,evermore,marjorie,shortened,13
3a4adcb,5bd0d35c,evermore,champagne problems,spoken intro,14
3a4adcb,5bd0d35c,evermore,tolerate it,extended intro; with keys; shortened,15
3a4adcb,5bd0d35c,reputation,...Ready for It?,,16
3a4adcb,5bd0d35c,reputation,Delicate,,17
3a4adcb,5bd0d35c,reputation,Don't Blame Me,shortened,18
3a4adcb,5bd0d35c,reputation,Look What You Made Me Do,extended outro,19
3a4adcb,5bd0d35c,Speak Now,Enchanted,extended intro; shortened,20
3a4adcb,5bd0d35c,Speak Now,Long Live,,21
3a4adcb,5bd0d35c,Red,Red - Intro,"contains elements of ""State of Grace"", ""Holy Ground"" and ""Red"" taped",22
3a4adcb,5bd0d35c,Red,22,,23
3a4adcb,5bd0d35c,Red,We Are Never Ever Getting Back Together,,24
3a4adcb,5bd0d35c,Red,I Knew You Were Trouble,shortened,25
3a4adcb,5bd0d35c,Red,All Too Well,10 minute version; spoken intro,26
3a4adcb,5bd0d35c,folklore,seven,"spoken word poem; contains elements of ""Wildest Dreams"" taped",27
3a4adcb,5bd0d35c,folklore,the 1,,28
3a4adcb,5bd0d35c,folklore,betty,spoken intro,29
3a4adcb,5bd0d35c,folklore,the last great american dynasty,,30
3a4adcb,5bd0d35c,folklore,august,,31
3a4adcb,5bd0d35c,folklore,illicit affairs,shortened,32
3a4adcb,5bd0d35c,folklore,my tears ricochet,,33
3a4adcb,5bd0d35c,folklore,cardigan,,34
3a4adcb,5bd0d35c,1989,Style,shortened,35
3a4adcb,5bd0d35c,1989,Blank Space,,36
3a4adcb,5bd0d35c,1989,Shake It Off,,37
3a4adcb,5bd0d35c,1989,Wildest Dreams,shortened,38
3a4adcb,5bd0d35c,1989,Bad Blood,shortened,39
3a4adcb,5bd0d35c,Surprise Songs,This Is Why We Can't Have Nice Things,"first time live since 2018, on guitar",40
3a4adcb,5bd0d35c,Surprise Songs,Everything Has Changed,first time live since 2013; on piano,41
3a4adcb,5bd0d35c,Midnights,Lavender Haze,,42
3a4adcb,5bd0d35c,Midnights,Anti‐Hero,,43
3a4adcb,5bd0d35c,Midnights,Midnight Rain,,44
3a4adcb,5bd0d35c,Midnights,Vigilante Shit,,45
3a4adcb,5bd0d35c,Midnights,Bejeweled,,46
3a4adcb,5bd0d35c,Midnights,Mastermind,,47
3a4adcb,5bd0d35c,Midnights,Karma,,48
3ba77cb0,63d30e6b,,,"Fearless, End Game, Speak Now, gold rush, evermore, Red, Lavender Haze, Lover, Bejeweled elements taped",1
3ba77cb0,63d30e6b,Lover,Miss Americana & the Heartbreak Prince,extended intro; shortened,2
3ba77cb0,63d30e6b,Lover,Cruel Summer,,3
3ba77cb0,63d30e6b,Lover,The Man,,4
3ba77cb0,63d30e6b,Lover,You Need to Calm Down,shortened,5
3ba77cb0,63d30e6b,Lover,Lover,spoken intro,6
3ba77cb0,63d30e6b,Lover,The Archer,,7
3ba77cb0,63d30e6b,Fearless,Fearless,,8
3ba77cb0,63d30e6b,Fearless,You Belong With Me,,9
3ba77cb0,63d30e6b,Fearless,Love Story,,10
3ba77cb0,63d30e6b,Evermore,'tis the damn season,shortened,11
3ba77cb0,63d30e6b,Evermore,willow,,12
3ba77cb0,63d30e6b,Evermore,marjorie,shortened,13
3ba77cb0,63d30e6b,Evermore,champagne problems,spoken intro,14
3ba77cb0,63d30e6b,Evermore,tolerate it,extended intro; with keys; shortened,15
3ba77cb0,63d30e6b,Reputation,...Ready for It?,,16
3ba77cb0,63d30e6b,Reputation,Delicate,,17
3ba77cb0,63d30e6b,Reputation,Don't Blame Me,shortened,18
3ba77cb0,63d30e6b,Reputation,Look What You Made Me Do,extended outro,19
3ba77cb0,63d30e6b,Speak Now,Enchanted,Extended intro,20
3ba77cb0,63d30e6b,Speak Now,Long Live,spoken intro,21
3ba77cb0,63d30e6b,Red,Red,"Contains elements of ""State of Grace"", ""Holy Ground"" and ""Red"" taped",22
3ba77cb0,63d30e6b,Red,22,,23
3ba77cb0,63d30e6b,Red,We Are Never Ever Getting Back Together,,24
3ba77cb0,63d30e6b,Red,I Knew You Were Trouble,shortened,25
3ba77cb0,63d30e6b,Red,All Too Well,10 minute Version; Spoken Intro,26
3ba77cb0,63d30e6b,Folklore,seven,spoken word poem – contains elements of Wildest Dreams taped,27
3ba77cb0,63d30e6b,Folklore,the 1,,28
3ba77cb0,63d30e6b,Folklore,betty,,29
3ba77cb0,63d30e6b,Folklore,the last great american dynasty,,30
3ba77cb0,63d30e6b,Folklore,august,,31
3ba77cb0,63d30e6b,Folklore,illicit affairs,Shortened,32
3ba77cb0,63d30e6b,Folklore,my tears ricochet,,33
3ba77cb0,63d30e6b,Folklore,cardigan,,34
3ba77cb0,63d30e6b,1989,Style,shortened,35
3ba77cb0,63d30e6b,1989,Blank Space,,36
3ba77cb0,63d30e6b,1989,Shake It Off,,37
3ba77cb0,63d30e6b,1989,Wildest Dreams,shortened,38
3ba77cb0,63d30e6b,1989,Bad Blood,shortened,39
3ba77cb0,63d30e6b,Surprise Songs,Starlight,irst time live since 2018; on guitar,40
3ba77cb0,63d30e6b,Surprise Songs,Back to December,first time live since 2012; on piano,41
3ba77cb0,63d30e6b,Midnights,Lavender Haze,,42
3ba77cb0,63d30e6b,Midnights,Anti‐Hero,,43
3ba77cb0,63d30e6b,Midnights,Midnight Rain,,44
3ba77cb0,63d30e6b,Midnights,Vigilante Shit,,45
3ba77cb0,63d30e6b,Midnights,Bejeweled,,46
3ba77cb0,63d30e6b,Midnights,Mastermind,,47
3ba77cb0,63d30e6b,Midnights,Karma,extended outro,48
73a70a41,63d30e6b,Intro,,"Fearless, End Game, Speak Now, gold rush, evermore, Red, Lavender Haze, Lover, Bejeweled elements taped",1
73a70a41,63d30e6b,Lover,Miss Americana & the Heartbreak Prince,extended intro; shortened,2
73a70a41,63d30e6b,Lover,Cruel Summer,,3
73a70a41,63d30e6b,Lover,The Man,,4
73a70a41,63d30e6b,Lover,You Need to Calm Down,shortened,5
73a70a41,63d30e6b,Lover,Lover,spoken intro,6
73a70a41,63d30e6b,Lover,The Archer,extended outro,7
73a70a41,63d30e6b,Fearless,Fearless,shortened,8
73a70a41,63d30e6b,Fearless,You Belong With Me,,9
73a70a41,63d30e6b,Fearless,Love Story,,10
73a70a41,63d30e6b,evermore,'tis the damn season,shortened,11
73a70a41,63d30e6b,evermore,willow,,12
73a70a41,63d30e6b,evermore,marjorie,shortened,13
73a70a41,63d30e6b,evermore,champagne problems,spoken intro,14
73a70a41,63d30e6b,evermore,tolerate it,extended intro; with keys; shortened,15
73a70a41,63d30e6b,reputation,...Ready for It?,extended intro,16
73a70a41,63d30e6b,reputation,Delicate,,17
73a70a41,63d30e6b,reputation,Don't Blame Me,shortened,18
73a70a41,63d30e6b,reputation,Look What You Made Me Do,,19
73a70a41,63d30e6b,Speak Now,Enchanted,extended intro,20
73a70a41,63d30e6b,Speak Now,Long Live,spoken intro,21
73a70a41,63d30e6b,Red,Red - Intro,"contains elements of ""State of Grace"", ""Holy Ground"" and ""Red"" taped",22
73a70a41,63d30e6b,Red,22,,23
73a70a41,63d30e6b,Red,We Are Never Ever Getting Back Together,,24
73a70a41,63d30e6b,Red,I Knew You Were Trouble,shortened,25
73a70a41,63d30e6b,Red,All Too Well,10 Minute Version; with spoken intro,26
73a70a41,63d30e6b,folklore,seven,spoken word poem – contains elements of Wildest Dreams taped,27
73a70a41,63d30e6b,folklore,the 1,,28
73a70a41,63d30e6b,folklore,betty,,29
73a70a41,63d30e6b,folklore,the last great american dynasty,,30
73a70a41,63d30e6b,folklore,august,,31
73a70a41,63d30e6b,folklore,illicit affairs,shortened,32
73a70a41,63d30e6b,folklore,my tears ricochet,,33
73a70a41,63d30e6b,folklore,cardigan,,34
73a70a41,63d30e6b,1989,Style,shortened,35
73a70a41,63d30e6b,1989,Blank Space,,36
73a70a41,63d30e6b,1989,Shake It Off,,37
73a70a41,63d30e6b,1989,Wildest Dreams,shortened,38
73a70a41,63d30e6b,1989,Bad Blood,shortened,39
73a70a41,63d30e6b,Surprise Songs,Picture to Burn,first time live since 2010; on guitar,40
73a70a41,63d30e6b,Surprise Songs,Timeless,"live debut, on piano",41
73a70a41,63d30e6b,Midnights,Lavender Haze,,42
73a70a41,63d30e6b,Midnights,Anti‐Hero,,43
73a70a41,63d30e6b,Midnights,Midnight Rain,,44
73a70a41,63d30e6b,Midnights,Vigilante Shit,,45
73a70a41,63d30e6b,Midnights,Bejeweled,,46
73a70a41,63d30e6b,Midnights,Mastermind,,47
73a70a41,63d30e6b,Midnights,Karma,extended outro,48
2ba7c86e,23d08027,,,"Fearless, End Game, Speak Now, gold rush, evermore, Red, Lavender Haze, Lover, Bejeweled elements taped",1
2ba7c86e,23d08027,Lover,Miss Americana & the Heartbreak Prince,extended intro; shortened,2
2ba7c86e,23d08027,Lover,Cruel Summer,,3
2ba7c86e,23d08027,Lover,The Man,,4
2ba7c86e,23d08027,Lover,You Need to Calm Down,shortened,5
2ba7c86e,23d08027,Lover,Lover,spoken intro,6
2ba7c86e,23d08027,Lover,The Archer,extended outro,7
2ba7c86e,23d08027,Fearless,Fearless,shortened,8
2ba7c86e,23d08027,Fearless,You Belong With Me,,9
2ba7c86e,23d08027,Fearless,Love Story,,10
2ba7c86e,23d08027,evermore,'tis the damn season,shortened,11
2ba7c86e,23d08027,evermore,willow,,12
2ba7c86e,23d08027,evermore,marjorie,shortened,13
2ba7c86e,23d08027,evermore,champagne problems,spoken intro,14
2ba7c86e,23d08027,evermore,tolerate it,extended intro; with keys; shortened,15
2ba7c86e,23d08027,reputation,...Ready for It?,,16
2ba7c86e,23d08027,reputation,Delicate,,17
2ba7c86e,23d08027,reputation,Don't Blame Me,shortened,18
2ba7c86e,23d08027,reputation,Look What You Made Me Do,extended outro,19
2ba7c86e,23d08027,Speak Now,Enchanted,extended intro,20
2ba7c86e,23d08027,Speak Now,Long Live,extended intro,21
2ba7c86e,23d08027,Red,Red - Intro,"contains elements of ""State of Grace"", ""Holy Ground"" and ""Red taped",22
2ba7c86e,23d08027,Red,22,,23
2ba7c86e,23d08027,Red,We Are Never Ever Getting Back Together,,24
2ba7c86e,23d08027,Red,I Knew You Were Trouble,shortened,25
2ba7c86e,23d08027,Red,All Too Well,10 minute Version; Spoken intro,26
2ba7c86e,23d08027,folklore,seven,spoken word poem; contains elements of “Wildest Dreams” taped,27
2ba7c86e,23d08027,folklore,the 1,,28
2ba7c86e,23d08027,folklore,betty,spoken intro,29
2ba7c86e,23d08027,folklore,the last great american dynasty,,30
2ba7c86e,23d08027,folklore,august,,31
2ba7c86e,23d08027,folklore,illicit affairs,shortened,32
2ba7c86e,23d08027,folklore,my tears ricochet,,33
2ba7c86e,23d08027,folklore,cardigan,,34
2ba7c86e,23d08027,1989,Style,Shortened,35
2ba7c86e,23d08027,1989,Blank Space,,36
2ba7c86e,23d08027,1989,Shake It Off,,37
2ba7c86e,23d08027,1989,Wildest Dreams,shortened,38
2ba7c86e,23d08027,1989,Bad Blood,Shortened,39
2ba7c86e,23d08027,Surprise Songs,Last Kiss,first time live since 2013; on guitar; restarted twice,40
2ba7c86e,23d08027,Surprise Songs,dorothea,live debut; on piano,41
2ba7c86e,23d08027,Midnights,Lavender Haze,,42
2ba7c86e,23d08027,Midnights,Anti‐Hero,,43
2ba7c86e,23d08027,Midnights,Midnight Rain,,44
2ba7c86e,23d08027,Midnights,Vigilante Shit,,45
2ba7c86e,23d08027,Midnights,Bejeweled,,46
2ba7c86e,23d08027,Midnights,Mastermind,,47
2ba7c86e,23d08027,Midnights,Karma,extended outro,48
23a7d4fb,23d08027,,,"Fearless, End Game, Speak Now, gold rush, evermore, Red, Lavender Haze, Lover, Bejeweled elements taped",1
23a7d4fb,23d08027,Lover,Miss Americana & the Heartbreak Prince,shortened,2
23a7d4fb,23d08027,Lover,Cruel Summer,,3
23a7d4fb,23d08027,Lover,The Man,,4
23a7d4fb,23d08027,Lover,You Need to Calm Down,shortened,5
23a7d4fb,23d08027,Lover,Lover,"spoken intro, Taylor said she had “tricks up her sleeve” for the night",6
23a7d4fb,23d08027,Lover,The Archer,extended outro,7
23a7d4fb,23d08027,Fearless,Fearless,shortened,8
23a7d4fb,23d08027,Fearless,You Belong With Me,,9
23a7d4fb,23d08027,Fearless,Love Story,,10
23a7d4fb,23d08027,evermore,'tis the damn season,shortened,11
23a7d4fb,23d08027,evermore,willow,,12
23a7d4fb,23d08027,evermore,marjorie,shortened,13
23a7d4fb,23d08027,evermore,champagne problems,spoken intro,14
23a7d4fb,23d08027,evermore,tolerate it,extended intro; with keys; shortened,15
23a7d4fb,23d08027,reputation,...Ready for It?,,16
23a7d4fb,23d08027,reputation,Delicate,,17
23a7d4fb,23d08027,reputation,Don't Blame Me,shortened,18
23a7d4fb,23d08027,reputation,Look What You Made Me Do,extended outro,19
23a7d4fb,23d08027,Speak Now,Enchanted,extended intro; shortened,20
23a7d4fb,23d08027,Speak Now,Long Live,first time live since 2018; extended outro,21
23a7d4fb,23d08027,Red,Red - Intro,"contains elements of ""State of Grace"", ""Holy Ground"" and ""Red taped",22
23a7d4fb,23d08027,Red,22,,23
23a7d4fb,23d08027,Red,We Are Never Ever Getting Back Together,,24
23a7d4fb,23d08027,Red,I Knew You Were Trouble,shortened,25
23a7d4fb,23d08027,Red,All Too Well,10 minute Version; spoken intro,26
23a7d4fb,23d08027,folklore,seven,spoken word poem – contains elements of Wildest Dreams taped,27
23a7d4fb,23d08027,folklore,the 1,,28
23a7d4fb,23d08027,folklore,betty,spoken intro,29
23a7d4fb,23d08027,folklore,the last great american dynasty,,30
23a7d4fb,23d08027,folklore,august,,31
23a7d4fb,23d08027,folklore,illicit affairs,shortened,32
23a7d4fb,23d08027,folklore,my tears ricochet,,33
23a7d4fb,23d08027,folklore,cardigan,,34
23a7d4fb,23d08027,1989,Style,shortened,35
23a7d4fb,23d08027,1989,Blank Space,,36
23a7d4fb,23d08027,1989,Shake It Off,,37
23a7d4fb,23d08027,1989,Wildest Dreams,shortened,38
23a7d4fb,23d08027,1989,Bad Blood,shortened,39
23a7d4fb,23d08027,Music Video Premiere,I Can See You,"music video premiere, video cast Taylor Lautner, Joey King & Presley Cash brought on the stage taped",40
23a7d4fb,23d08027,Surprise Songs,Never Grow Up,first time live since 2018; on guitar,41
23a7d4fb,23d08027,Surprise Songs,When Emma Falls in Love,live debut; on piano,42
23a7d4fb,23d08027,Midnights,Lavender Haze,,43
23a7d4fb,23d08027,Midnights,Anti‐Hero,,44
23a7d4fb,23d08027,Midnights,Midnight Rain,,45
23a7d4fb,23d08027,Midnights,Vigilante Shit,,46
23a7d4fb,23d08027,Midnights,Bejeweled,,47
23a7d4fb,23d08027,Midnights,Mastermind,,48
23a7d4fb,23d08027,Midnights,Karma,extended outro,49
1ba7914c,4bd07bca,,,"Fearless, End Game, Speak Now, gold rush, evermore, Red, Lavender Haze, Lover, Bejeweled elements taped",1
1ba7914c,4bd07bca,Lover,Miss Americana & the Heartbreak Prince,Shortened,2
1ba7914c,4bd07bca,Lover,Cruel Summer,,3
1ba7914c,4bd07bca,Lover,The Man,,4
1ba7914c,4bd07bca,Lover,You Need to Calm Down,Shortened,5
1ba7914c,4bd07bca,Lover,Lover,Spoken intro,6
1ba7914c,4bd07bca,Lover,The Archer,Extended outro,7
1ba7914c,4bd07bca,Fearless,Fearless,Shortened,8
1ba7914c,4bd07bca,Fearless,You Belong With Me,,9
1ba7914c,4bd07bca,Fearless,Love Story,,10
1ba7914c,4bd07bca,evermore,'tis the damn season,shortened,11
1ba7914c,4bd07bca,evermore,willow,,12
1ba7914c,4bd07bca,evermore,marjorie,Shortened,13
1ba7914c,4bd07bca,evermore,champagne problems,Spoken intro,14
1ba7914c,4bd07bca,evermore,tolerate it,Extended intro; with keys,15
1ba7914c,4bd07bca,reputation,...Ready for It?,,16
1ba7914c,4bd07bca,reputation,Delicate,,17
1ba7914c,4bd07bca,reputation,Don't Blame Me,shortened,18
1ba7914c,4bd07bca,reputation,Look What You Made Me Do,,19
1ba7914c,4bd07bca,Speak Now,Enchanted,Extended intro; shortened,20
1ba7914c,4bd07bca,Red,Red - Intro,"Contains elements of ""State of Grace"", ""Holy Ground"" and ""Red taped",21
1ba7914c,4bd07bca,Red,22,,22
